accession,WT_1,WT_2,WT_3
LOC_Os01g31714,2,0,0
LOC_Os06g41090,61,52,59
LOC_Os07g44650,401,355,423
LOC_Os09g13600,292,285,389
LOC_Os01g69870,58,45,69
LOC_Os02g51480,523,699,583
LOC_Os08g44210,225,201,224
LOC_Os02g54600,242,208,333
LOC_Os06g47580,982,885,915
LOC_Os10g02240,3356,2157,2712
LOC_Os05g35350,0,1,1
LOC_Os03g13010,1680,1434,1431
LOC_Os01g27850,0,0,0
LOC_Os08g07390,125,81,111
LOC_Os10g30150,1,2,1
LOC_Os06g19070,4,1,3
LOC_Os06g48200,2,11,28
LOC_Os06g40730,1605,1355,1492
LOC_Os04g51890,8,1,1
LOC_Os03g43860,158,121,139
LOC_Os04g55800,2899,2830,2336
LOC_Os07g37610,1252,924,1081
LOC_Os10g10360,295,257,286
LOC_Os05g32600,493,428,449
LOC_Os01g68750,957,678,777
LOC_Os12g30000,8,2,3
LOC_Os05g35740,1618,1238,1364
LOC_Os02g37800,48,70,38
LOC_Os01g48600,0,0,0
LOC_Os10g12750,0,0,0
LOC_Os02g01490,828,722,719
LOC_Os04g38430,0,4,0
LOC_Os07g33915,4,38,18
LOC_Os08g40900,1574,1352,1447
LOC_Os09g36930,8295,8523,13298
LOC_Os01g73430,105,142,111
LOC_Os01g34890,43,62,33
LOC_Os01g59560,67,47,57
LOC_Os06g11410,100,85,96
LOC_Os05g04860,104,76,81
LOC_Os02g27500,17,15,20
LOC_Os02g34610,0,0,0
LOC_Os08g02630,12990,16304,16957
LOC_Os11g01330,4539,4885,5306
LOC_Os10g38930,863,659,763
LOC_Os02g33460,4,2,4
LOC_Os10g03090,5,6,11
LOC_Os04g39444,193,229,216
LOC_Os03g51680,115,71,110
LOC_Os06g19420,27,30,23
LOC_Os03g25270,679,593,596
LOC_Os05g03610,70,131,63
LOC_Os06g11710,0,0,1
LOC_Os04g40600,909,716,866
LOC_Os03g10880,2560,2464,2600
LOC_Os12g23150,276,274,277
LOC_Os05g03060,23,14,5
LOC_Os04g19810,4,2,1
LOC_Os05g23940,982,874,887
LOC_Os06g30090,2,5,4
LOC_Os06g51070,228,130,202
LOC_Os01g11490,0,1,4
LOC_Os03g06330,220,174,215
LOC_Os04g07980,10,6,8
LOC_Os06g44000,1,1,0
LOC_Os10g32199,31,21,29
LOC_Os06g18910,4,3,1
LOC_Os11g25530,10,4,2
LOC_Os12g09250,149,88,109
LOC_Os03g46660,169,171,213
LOC_Os05g14560,0,4,3
LOC_Os04g23580,352,280,413
LOC_Os09g20870,0,0,1
LOC_Os02g33840,1,2,0
LOC_Os03g50780,63,51,54
LOC_Os12g28020,1,0,0
LOC_Os03g22490,1655,1055,1031
LOC_Os04g45610,572,421,477
LOC_Os02g43040,421,344,442
LOC_Os05g40180,3596,3765,4174
LOC_Os09g09530,0,0,0
LOC_Os08g02690,1444,1169,1400
LOC_Os07g11120,2,0,1
LOC_Os11g37100,1,5,3
LOC_Os06g45570,538,444,754
LOC_Os07g38590,22,42,38
LOC_Os08g31228,255,196,258
LOC_Os06g02260,2095,2111,2273
LOC_Os12g21750,0,0,2
LOC_Os02g33710,1517,1412,1898
LOC_Os08g32710,2,1,6
LOC_Os01g33060,595,491,522
LOC_Os03g24390,4,5,1
LOC_Os08g28560,0,1,0
LOC_Os08g13270,3,5,4
LOC_Os06g31150,11,5,10
LOC_Os03g31542,0,1,0
LOC_Os11g35980,10,13,12
LOC_Os01g46980,2484,2142,2310
LOC_Os07g43890,461,332,427
LOC_Os01g52740,7,1,2
LOC_Os12g03350,1610,1685,1723
LOC_Os03g45420,256,192,266
LOC_Os03g42110,744,821,601
LOC_Os03g57910,231,163,193
LOC_Os08g06659,0,0,1
LOC_Os12g01530,2170,5843,4396
LOC_Os08g41590,6,3,2
LOC_Os04g53860,31,14,14
LOC_Os02g15220,1031,892,1064
LOC_Os12g03260,171,116,148
LOC_Os06g08530,5313,4000,4276
LOC_Os09g09490,242,205,223
LOC_Os06g14080,541,515,573
LOC_Os11g44810,10610,5400,9070
LOC_Os04g53800,1,2,0
LOC_Os01g36670,478,466,428
LOC_Os08g04480,9,13,19
LOC_Os06g22390,207,174,227
LOC_Os03g55770,13,7,13
LOC_Os08g36910,4,5,8
LOC_Os02g16540,127,138,163
LOC_Os09g19700,231,171,221
LOC_Os02g35250,2,7,3
LOC_Os09g24820,3317,2952,3410
LOC_Os02g17500,1566,1527,1744
LOC_Os05g13360,67,46,37
LOC_Os06g50440,0,0,0
LOC_Os05g48120,0,2,1
LOC_Os04g57210,1908,1477,1608
LOC_Os01g41430,4,4,11
LOC_Os07g40120,285,341,354
LOC_Os02g05680,55,33,36
LOC_Os10g21324,119,80,86
LOC_Os03g04560,16,16,29
LOC_Os05g48640,29,23,49
LOC_Os10g35640,11,7,15
LOC_Os10g01770,1,0,2
LOC_Os10g35440,100,61,68
LOC_Os02g21240,123,108,110
LOC_Os05g16210,1,0,0
LOC_Os03g52640,1288,1509,1252
LOC_Os10g34090,0,0,0
LOC_Os02g44820,530,232,351
LOC_Os06g02370,510,337,441
LOC_Os07g41180,94,99,109
LOC_Os03g26590,10,9,8
LOC_Os02g46090,104,113,142
LOC_Os05g31530,73,49,67
LOC_Os01g02690,17,5,18
LOC_Os12g15680,0,0,0
LOC_Os12g10740,1494,906,831
LOC_Os05g36050,0,0,0
LOC_Os01g63690,100,105,140
LOC_Os10g33190,437,288,348
LOC_Os04g57400,1008,607,700
LOC_Os03g58250,232,234,284
LOC_Os08g39590,84,78,102
LOC_Os05g04950,669,464,564
LOC_Os10g41020,46,34,35
LOC_Os09g37990,0,0,0
LOC_Os12g05230,387,357,422
LOC_Os05g45030,1797,1680,2359
LOC_Os01g63540,0,0,0
LOC_Os01g49390,13,1,10
LOC_Os06g09980,2,0,0
LOC_Os03g13380,1646,1307,1309
LOC_Os06g45900,95,40,56
LOC_Os04g34320,83,106,105
LOC_Os07g27180,281,245,253
LOC_Os11g34750,250,211,210
LOC_Os04g10060,7,3,2
LOC_Os08g25830,6,4,5
LOC_Os12g43700,8,7,4
LOC_Os07g38940,316,283,277
LOC_Os02g24586,0,0,0
LOC_Os12g04120,9,7,12
LOC_Os11g25600,0,0,1
LOC_Os04g10214,35,39,43
LOC_Os09g06750,2,4,2
LOC_Os01g11260,58,58,54
LOC_Os01g10504,1,3,6
LOC_Os12g41540,2,1,1
LOC_Os04g35660,0,0,0
LOC_Os03g36930,605,539,550
LOC_Os11g46000,12,8,10
LOC_Os02g40260,1,0,0
LOC_Os04g46190,234,230,282
LOC_Os04g28450,3,1,4
LOC_Os09g01650,6,4,6
LOC_Os09g36190,453,368,340
LOC_Os12g38490,1094,767,1060
LOC_Os02g47370,0,0,4
LOC_Os02g39384,0,2,1
LOC_Os08g33420,2340,1900,2669
LOC_Os01g22440,44,62,51
LOC_Os07g40740,0,0,1
LOC_Os03g09830,44,54,53
LOC_Os08g33120,1078,900,1005
LOC_Os11g02165,0,1,6
LOC_Os02g49820,955,1080,1109
LOC_Os10g41800,95,57,114
LOC_Os12g14570,0,0,1
LOC_Os01g09870,1,5,7
LOC_Os04g22660,43,19,29
LOC_Os04g55490,0,0,0
LOC_Os02g39510,41,52,66
LOC_Os05g05980,9,13,10
LOC_Os04g58710,16190,15717,16680
LOC_Os08g42840,172,112,120
LOC_Os03g10520,169,180,205
LOC_Os06g44650,0,0,1
LOC_Os03g56850,41,25,39
LOC_Os11g41365,430,426,338
LOC_Os04g02030,8,6,5
LOC_Os05g34890,0,0,0
LOC_Os10g28254,1037,957,1299
LOC_Os11g21840,0,1,0
LOC_Os01g74450,13546,9027,13282
LOC_Os04g44170,1,3,3
LOC_Os03g02640,625,867,721
LOC_Os04g26220,0,0,1
LOC_Os01g42890,0,0,1
LOC_Os02g01550,39,47,52
LOC_Os03g16840,0,0,2
LOC_Os04g53195,0,14,19
LOC_Os04g58840,10,5,5
LOC_Os11g25220,0,0,1
LOC_Os01g11220,0,0,0
LOC_Os10g35260,299,225,278
LOC_Os01g45970,220,199,257
LOC_Os07g06670,211,183,210
LOC_Os01g10490,0,0,1
LOC_Os11g40510,8639,5863,7210
LOC_Os03g29240,309,321,215
LOC_Os08g01840,1420,1123,1355
LOC_Os01g03100,25,23,19
LOC_Os02g21630,609,613,581
LOC_Os12g44160,62,54,49
LOC_Os01g72570,488,367,445
LOC_Os10g22300,5,7,5
LOC_Os06g47780,85,29,68
LOC_Os12g18670,1,2,0
LOC_Os01g58950,0,0,0
LOC_Os03g58090,1126,946,1001
LOC_Os03g38540,1219,821,1073
LOC_Os08g30080,7,9,6
LOC_Os11g10870,171,182,202
LOC_Os10g33874,315,333,364
LOC_Os11g25130,659,581,702
LOC_Os03g48600,5,2,5
LOC_Os06g10480,33,28,48
LOC_Os02g32460,275,221,312
LOC_Os03g06360,3,7,8
LOC_Os03g06720,662,717,603
LOC_Os05g12150,5,5,2
LOC_Os11g28380,0,0,0
LOC_Os12g41700,130,113,117
LOC_Os02g16620,827,689,856
LOC_Os12g20144,1640,1566,1491
LOC_Os03g40710,6,7,10
LOC_Os01g42990,74,57,59
LOC_Os08g32060,17,11,21
LOC_Os07g43604,17,10,13
LOC_Os06g01500,357,302,316
LOC_Os04g58410,669,608,648
LOC_Os02g51540,5,8,9
LOC_Os01g60350,127,86,100
LOC_Os06g27890,464,479,435
LOC_Os03g45990,56,44,42
LOC_Os07g38750,1,0,1
LOC_Os01g04460,73,40,55
LOC_Os03g61360,12,13,13
LOC_Os01g53160,2,9,9
LOC_Os01g03340,1229,439,284
LOC_Os08g18000,28,14,20
LOC_Os03g16890,299,320,412
LOC_Os11g11550,819,611,804
LOC_Os03g09030,34,12,26
LOC_Os05g05690,84,41,60
LOC_Os01g03350,0,0,0
LOC_Os07g43070,28,42,44
LOC_Os10g21342,208,160,187
LOC_Os01g68545,86,78,105
LOC_Os12g04510,161,120,119
LOC_Os01g32870,503,433,484
LOC_Os10g34420,166,121,188
LOC_Os04g54510,71,68,102
LOC_Os02g52470,272,189,285
LOC_Os05g48280,230,148,175
LOC_Os10g33030,0,0,1
LOC_Os05g34640,539,537,507
LOC_Os12g08870,9,1,4
LOC_Os12g04570,1,3,1
LOC_Os08g34900,1,0,0
LOC_Os01g14790,260,230,276
LOC_Os02g13870,15,6,9
LOC_Os01g19760,269,263,299
LOC_Os03g46910,25,8,9
LOC_Os03g12470,125,47,85
LOC_Os11g04380,2,2,0
LOC_Os12g39430,0,2,0
LOC_Os05g51030,2,3,1
LOC_Os02g30230,500,329,453
LOC_Os06g17280,277,230,227
LOC_Os07g05700,16,15,5
LOC_Os08g03440,475,462,499
LOC_Os09g31290,4,6,9
LOC_Os02g41830,1,3,2
LOC_Os05g15630,3,0,1
LOC_Os01g61390,0,0,1
LOC_Os09g19630,1,0,0
LOC_Os08g42680,1,1,0
LOC_Os01g07300,108,111,98
LOC_Os05g01050,1122,996,1234
LOC_Os02g49950,12,16,24
LOC_Os01g64440,34,35,79
LOC_Os01g26120,425,286,344
LOC_Os04g21840,31,40,20
LOC_Os02g48280,1,0,1
LOC_Os02g50320,157,144,168
LOC_Os11g03610,5,1,1
LOC_Os02g24290,1,0,0
LOC_Os05g20910,3,1,2
LOC_Os08g44960,0,1,1
LOC_Os01g69840,94,84,150
LOC_Os03g14610,7,8,2
LOC_Os02g15020,4,8,5
LOC_Os03g05800,1267,1193,1076
LOC_Os02g18370,281,193,228
LOC_Os02g57540,1296,1429,1489
LOC_Os08g43815,76,67,61
LOC_Os12g03730,17,4,5
LOC_Os06g22650,942,845,908
LOC_Os05g17980,0,0,0
LOC_Os05g01600,939,811,714
LOC_Os10g13950,0,0,0
LOC_Os01g51590,14,18,19
LOC_Os05g02500,2256,1657,1957
LOC_Os07g43240,2,1,5
LOC_Os10g16640,658,545,529
LOC_Os03g55630,232,177,248
LOC_Os08g03420,11,5,5
LOC_Os04g53490,1078,1689,1194
LOC_Os04g58520,0,0,1
LOC_Os05g41370,2,1,1
LOC_Os04g16794,3,4,0
LOC_Os06g15620,8,4,10
LOC_Os06g46590,554,458,467
LOC_Os07g05024,5,6,3
LOC_Os05g30970,205,229,304
LOC_Os02g53520,63,67,75
LOC_Os11g37090,7,5,8
LOC_Os11g30970,6,2,10
LOC_Os10g32470,75,63,59
LOC_Os03g03334,0,0,0
LOC_Os04g50212,8,13,21
LOC_Os11g25430,38,35,43
LOC_Os05g10630,400,432,470
LOC_Os07g37620,10,29,55
LOC_Os11g42610,13,11,20
LOC_Os07g42170,469,458,560
LOC_Os07g31750,0,0,0
LOC_Os02g38508,0,0,0
LOC_Os01g13180,1,1,0
LOC_Os09g14510,405,332,410
LOC_Os11g14050,77,37,48
LOC_Os12g42230,316,360,304
LOC_Os06g49860,8,12,6
LOC_Os01g45730,0,1,0
LOC_Os01g16450,10,6,17
LOC_Os03g16718,0,1,1
LOC_Os03g04110,1065,918,1221
LOC_Os01g05070,232,194,251
LOC_Os01g54530,128,168,142
LOC_Os01g55960,25,12,20
LOC_Os03g11110,101,127,98
LOC_Os07g34650,500,672,742
LOC_Os01g64140,1,0,4
LOC_Os03g10590,258,219,280
LOC_Os01g54424,95,58,66
LOC_Os08g02400,1015,1013,1005
LOC_Os01g40960,0,0,1
LOC_Os02g39630,2272,1832,2396
LOC_Os03g41080,8474,8768,8507
LOC_Os01g62950,12,19,27
LOC_Os01g07950,364,262,290
LOC_Os02g49780,262,235,284
LOC_Os08g20580,17,14,16
LOC_Os08g44310,14,16,28
LOC_Os04g21050,30,9,13
LOC_Os07g28810,0,1,2
LOC_Os07g26520,47,28,51
LOC_Os10g42210,64,46,55
LOC_Os03g08580,8,4,7
LOC_Os03g50230,106,80,107
LOC_Os02g13160,133,123,114
LOC_Os06g11080,0,0,0
LOC_Os06g03980,46,15,24
LOC_Os10g33620,8,9,6
LOC_Os07g03110,69,55,54
LOC_Os11g05590,1,0,1
LOC_Os02g11060,143,126,132
LOC_Os03g11080,4,4,2
LOC_Os02g33240,4,1,3
LOC_Os01g24530,2,0,2
LOC_Os06g36090,2066,2721,2480
LOC_Os04g44220,2,3,4
ChrUn.fgenesh.mRNA.68,2,2,3
LOC_Os12g33250,1,1,0
LOC_Os08g41780,13,19,16
LOC_Os06g30230,31,15,25
LOC_Os08g07720,1,0,1
LOC_Os08g09780,10,2,5
LOC_Os08g02280,1,0,0
LOC_Os01g20980,0,0,0
LOC_Os09g37250,5,2,1
LOC_Os04g45240,72,45,52
LOC_Os05g01090,3033,2398,2272
LOC_Os02g24614,129,67,96
LOC_Os05g30740,1,1,0
LOC_Os05g38880,11,6,11
LOC_Os11g13694,256,196,243
LOC_Os09g35020,5,22,38
LOC_Os09g32150,50,50,70
LOC_Os10g33960,407,380,433
LOC_Os02g25060,564,551,435
LOC_Os01g67110,5,1,3
LOC_Os05g35630,1,1,1
LOC_Os08g10350,185,125,107
LOC_Os04g12540,186,149,172
LOC_Os07g19070,108,96,76
LOC_Os12g08030,220,212,228
LOC_Os03g53220,3,1,1
LOC_Os01g21970,2,7,19
LOC_Os06g20190,2,1,0
LOC_Os04g29790,1,0,1
LOC_Os02g21040,37,44,93
LOC_Os03g20460,300,286,306
LOC_Os01g53360,0,0,0
LOC_Os03g52670,692,648,874
LOC_Os09g04339,0,0,0
LOC_Os03g28270,76,63,90
LOC_Os03g60530,410,288,333
LOC_Os04g31120,1366,735,861
LOC_Os11g18110,109,71,110
LOC_Os08g26220,18,13,32
LOC_Os01g72540,0,0,0
LOC_Os01g72350,113,133,120
LOC_Os01g56300,1941,1643,2399
LOC_Os03g28330,101,72,73
LOC_Os02g02270,1177,1039,995
LOC_Os01g50510,3,2,0
LOC_Os03g60370,132,103,102
LOC_Os04g57819,149,101,155
LOC_Os12g12280,0,0,0
LOC_Os03g55590,4368,3417,4336
LOC_Os01g10810,235,179,192
LOC_Os12g01030,1320,958,1046
LOC_Os11g19030,0,1,0
LOC_Os03g36530,12,15,20
LOC_Os09g02140,75,64,60
LOC_Os11g33970,81,17,20
LOC_Os03g59590,1150,1035,997
LOC_Os04g58860,7,16,12
LOC_Os04g08836,0,0,0
LOC_Os12g24540,1176,994,970
LOC_Os11g03700,13,6,8
LOC_Os05g45720,915,954,842
LOC_Os08g22354,5134,4467,4269
LOC_Os11g26860,2882,3227,3220
LOC_Os10g41829,0,0,1
LOC_Os02g33780,13,7,15
LOC_Os03g12520,204,92,136
LOC_Os01g51250,301,322,491
LOC_Os03g39960,2,5,4
LOC_Os06g43470,1,0,0
LOC_Os04g41850,1046,977,848
LOC_Os12g35260,1,1,1
LOC_Os04g23040,2247,2521,2262
LOC_Os09g20560,0,0,0
LOC_Os07g23530,18,22,8
LOC_Os06g38050,0,0,0
LOC_Os01g24340,16,17,9
LOC_Os03g20680,3,5,7
LOC_Os02g26294,467,517,482
LOC_Os08g01360,1860,1692,1756
LOC_Os01g07610,73,29,43
LOC_Os11g05280,59,45,49
LOC_Os03g41419,550,593,595
LOC_Os07g36890,6,3,1
LOC_Os02g34950,341,272,299
LOC_Os07g02450,0,0,0
LOC_Os05g39960,1598,1712,2000
LOC_Os10g34270,816,577,701
LOC_Os03g05520,40,53,56
LOC_Os10g34440,7,7,8
LOC_Os02g55640,877,740,899
LOC_Os09g27260,0,0,1
LOC_Os01g43220,40,47,27
LOC_Os12g04924,608,474,630
LOC_Os10g02000,0,1,0
LOC_Os08g38910,134,297,352
LOC_Os01g02090,2460,2336,1950
LOC_Os04g58570,70,58,80
LOC_Os05g41790,123,104,112
LOC_Os11g04010,2,2,5
LOC_Os10g22750,1,1,0
LOC_Os03g58204,1715,1613,1727
LOC_Os05g31062,451,413,408
LOC_Os12g28370,2,2,3
LOC_Os01g61190,127,111,99
LOC_Os05g32310,367,378,383
LOC_Os01g34590,12,16,16
LOC_Os04g43860,3,0,0
LOC_Os04g44550,57,48,82
LOC_Os12g22020,5,13,12
LOC_Os02g12870,219,190,216
LOC_Os03g62539,7,3,5
LOC_Os11g38780,1,0,0
LOC_Os04g45010,0,1,1
LOC_Os09g27780,0,0,0
LOC_Os08g07860,13,4,15
LOC_Os01g02500,30,19,20
LOC_Os08g06420,173,177,214
LOC_Os01g08770,276,321,320
LOC_Os03g16824,242,220,280
LOC_Os06g50390,78,90,116
LOC_Os07g34560,0,1,0
LOC_Os08g09190,899,684,707
LOC_Os01g45190,666,620,611
LOC_Os08g28850,0,2,5
LOC_Os04g10590,0,0,0
LOC_Os03g16460,825,669,993
LOC_Os05g18524,140,117,106
LOC_Os10g39930,951,1321,1028
LOC_Os01g06520,38,29,28
LOC_Os01g67480,619,332,468
LOC_Os02g01450,542,421,475
LOC_Os03g59730,3,0,2
LOC_Os02g51850,1164,1158,1481
LOC_Os03g17990,437,336,460
LOC_Os04g46560,1,1,6
LOC_Os02g01980,52,50,62
LOC_Os12g03980,27,17,23
LOC_Os09g04490,406,412,370
LOC_Os09g37550,3,0,4
LOC_Os06g46995,8,3,5
LOC_Os05g40960,506,459,393
LOC_Os06g16070,185,168,203
LOC_Os01g72880,274,188,240
LOC_Os01g16010,182,153,182
LOC_Os12g18650,2764,2215,2471
LOC_Os02g01290,0,2,2
LOC_Os10g21670,0,0,0
LOC_Os01g68040,1102,913,984
LOC_Os11g16850,0,0,0
LOC_Os05g49700,43,78,86
LOC_Os01g12304,91,71,80
LOC_Os05g20470,38,26,31
LOC_Os04g51040,77,136,219
LOC_Os09g13920,673,663,949
LOC_Os11g35540,51,305,368
LOC_Os11g06870,0,0,0
LOC_Os12g06060,53,41,66
LOC_Os10g19200,5,14,23
LOC_Os06g40680,42,37,36
LOC_Os05g11260,5291,6719,5429
LOC_Os09g32870,301,339,368
LOC_Os03g07580,803,614,711
LOC_Os06g48680,54,28,55
LOC_Os07g17180,0,0,0
LOC_Os07g03040,36,18,24
LOC_Os08g09320,167,124,147
LOC_Os06g23460,830,670,795
LOC_Os02g04490,3485,3244,3461
LOC_Os12g38300,0,1,0
LOC_Os05g42350,3360,3894,3204
LOC_Os04g27740,0,0,0
LOC_Os10g01920,0,0,0
LOC_Os04g33940,1019,1127,1278
LOC_Os10g38690,1,1,2
LOC_Os12g04210,30,21,28
LOC_Os05g39760,1589,1115,1408
LOC_Os01g01890,36,34,31
LOC_Os02g12010,15,24,25
LOC_Os09g07150,7,3,4
LOC_Os10g12640,6,3,7
LOC_Os03g57790,9358,6324,6851
LOC_Os08g15600,121,91,71
LOC_Os03g10370,517,382,420
LOC_Os01g29210,0,0,0
LOC_Os01g35910,91,82,71
LOC_Os03g31510,287,162,258
LOC_Os02g39480,0,0,0
LOC_Os04g47750,0,0,0
LOC_Os03g17450,217,246,227
LOC_Os01g50060,277,245,228
LOC_Os10g35660,2,0,0
LOC_Os02g44870,209,481,430
LOC_Os09g19360,0,0,0
LOC_Os01g34620,478,445,434
LOC_Os02g07840,180,170,225
LOC_Os07g09600,975,680,810
LOC_Os04g53606,0,5,4
LOC_Os05g06280,1025,870,948
LOC_Os03g56860,33,23,37
LOC_Os05g24500,5,8,9
LOC_Os08g39830,60,65,72
LOC_Os12g37160,18,21,14
LOC_Os06g13080,223,184,241
LOC_Os06g44300,1,0,0
LOC_Os10g39170,0,7,2
LOC_Os06g28124,148,63,75
LOC_Os07g42740,28,16,32
LOC_Os09g17830,726,552,452
LOC_Os01g51050,36,20,19
LOC_Os01g12810,710,450,720
LOC_Os05g32120,46,38,32
LOC_Os05g22790,83,66,78
LOC_Os12g33180,889,852,830
LOC_Os03g26820,1241,1120,1217
LOC_Os11g37740,170,159,152
LOC_Os02g46440,252,254,279
LOC_Os01g01720,630,541,557
LOC_Os02g55000,227,164,200
LOC_Os09g15340,118,113,97
LOC_Os12g30510,162,147,171
LOC_Os05g23255,0,0,1
LOC_Os04g48690,0,0,0
LOC_Os03g46200,17,2,16
LOC_Os02g54500,849,727,707
LOC_Os11g06070,0,0,2
LOC_Os04g24180,1428,1363,1335
LOC_Os04g36810,274,236,257
LOC_Os01g39270,524,478,486
LOC_Os12g39770,5,0,0
LOC_Os12g41840,3,0,0
LOC_Os03g62160,96,78,100
LOC_Os01g54100,1868,1654,1753
LOC_Os06g06340,1,2,0
LOC_Os12g07140,807,665,744
LOC_Os03g43010,478,421,413
LOC_Os05g46760,8,16,35
LOC_Os01g48130,2,8,16
LOC_Os01g35880,0,0,1
LOC_Os07g17230,27,44,28
LOC_Os09g09350,277,78,117
LOC_Os04g33500,102,96,80
LOC_Os01g08320,628,424,410
LOC_Os02g13530,1347,1374,1442
LOC_Os07g42500,1449,1309,1465
LOC_Os07g18050,338,242,311
LOC_Os01g70570,593,404,508
LOC_Os03g64400,3166,3054,2698
LOC_Os06g34420,0,0,0
LOC_Os09g34280,2354,2029,2349
LOC_Os08g32200,2,10,3
LOC_Os08g34840,0,2,0
LOC_Os01g35080,0,0,0
LOC_Os12g36810,4,3,1
LOC_Os08g12220,14,7,12
LOC_Os09g20900,111,139,150
LOC_Os12g42210,499,631,621
LOC_Os03g58930,31,14,29
LOC_Os01g02580,288,177,230
LOC_Os07g33850,597,504,511
LOC_Os05g47670,627,419,521
LOC_Os02g29464,392,295,364
LOC_Os09g29200,1172,556,763
LOC_Os03g12460,649,448,516
LOC_Os03g53010,10,9,22
LOC_Os06g16390,120,123,114
LOC_Os09g10690,493,798,751
LOC_Os11g30210,161,173,208
LOC_Os07g08170,292,248,298
LOC_Os02g47960,0,0,0
LOC_Os03g07810,0,3,0
LOC_Os01g25470,1,0,0
LOC_Os07g15250,0,3,0
LOC_Os02g38430,1195,931,969
LOC_Os10g10310,51,50,32
LOC_Os12g33150,10777,6436,8768
LOC_Os12g27350,1,0,1
LOC_Os06g28800,0,0,1
LOC_Os01g11810,10,26,20
LOC_Os05g50850,835,395,378
LOC_Os04g26440,0,0,0
LOC_Os04g46880,6023,3108,3386
LOC_Os06g21550,256,243,418
LOC_Os03g16070,376,356,385
LOC_Os11g16290,2333,2116,2242
LOC_Os02g05830,33,18,31
LOC_Os06g32944,0,0,2
LOC_Os10g37410,621,511,586
LOC_Os01g13780,89,53,98
LOC_Os06g11720,4,11,19
LOC_Os06g11630,415,354,463
LOC_Os12g42860,436,372,435
LOC_Os06g03940,445,360,440
LOC_Os03g06020,0,0,0
LOC_Os06g01630,455,385,365
LOC_Os12g23280,225,226,194
LOC_Os05g49520,0,0,1
LOC_Os09g17850,75,62,84
LOC_Os10g38680,1,0,0
LOC_Os03g60880,0,2,2
LOC_Os07g28100,17,10,19
LOC_Os01g69920,1631,1308,1515
LOC_Os12g22120,7,8,9
LOC_Os06g47530,120,86,101
LOC_Os08g06460,147,137,153
LOC_Os03g62090,57,107,128
LOC_Os07g34710,0,0,0
LOC_Os03g07150,1587,1288,1558
LOC_Os02g39930,806,682,859
LOC_Os07g45064,2875,3043,2892
LOC_Os01g07540,157,125,104
LOC_Os01g16414,407,385,403
LOC_Os10g03760,10,11,9
LOC_Os01g06500,80,68,65
LOC_Os03g10050,448,297,379
LOC_Os10g36703,5490,4429,5357
LOC_Os10g35190,688,582,739
LOC_Os06g31770,0,1,0
LOC_Os04g09450,0,1,0
LOC_Os10g25349,4,2,5
LOC_Os01g50940,9,20,49
LOC_Os07g35030,2,1,0
LOC_Os08g02370,76,96,86
LOC_Os01g27390,2,1,5
LOC_Os01g04020,7371,5436,7687
LOC_Os02g45780,3,7,8
LOC_Os04g32880,825,690,757
LOC_Os04g38840,3,6,10
LOC_Os07g12540,98,92,117
LOC_Os05g51970,0,0,0
LOC_Os04g52830,82,113,119
LOC_Os11g10770,54,65,46
LOC_Os03g10430,7,16,6
LOC_Os12g42340,1,0,0
LOC_Os09g25310,266,200,349
LOC_Os09g15790,15,9,14
LOC_Os05g42100,143,154,163
LOC_Os03g02440,400,369,387
LOC_Os03g57770,14,3,10
LOC_Os07g43800,9,7,10
LOC_Os02g33080,924,767,788
LOC_Os07g14150,76,71,103
LOC_Os03g20070,0,0,0
LOC_Os08g14690,2,0,2
LOC_Os02g22330,0,0,3
LOC_Os01g56240,0,0,1
LOC_Os11g35960,4,0,0
LOC_Os12g32320,0,0,0
LOC_Os05g06130,0,0,1
LOC_Os08g01510,2,2,2
LOC_Os02g09530,3,2,4
LOC_Os12g08250,75,79,57
LOC_Os10g41260,3708,3100,2950
LOC_Os01g05150,29,25,34
LOC_Os05g51119,35,34,27
LOC_Os02g42374,104,83,105
LOC_Os09g39320,346,378,289
LOC_Os03g18410,246,260,222
LOC_Os01g02950,2,0,0
LOC_Os01g14960,8,8,9
LOC_Os02g02870,2257,2115,2679
LOC_Os03g10340,2367,2640,2505
LOC_Os06g12590,1122,762,969
LOC_Os07g09340,1692,1704,1690
LOC_Os03g11590,313,220,226
LOC_Os01g11850,0,1,1
LOC_Os05g28980,2569,2221,2326
LOC_Os08g35500,1,0,1
LOC_Os11g38959,2134,2292,2351
LOC_Os03g01830,4620,4310,4175
LOC_Os08g06478,7,7,8
LOC_Os09g29080,50,38,57
LOC_Os11g18670,0,0,0
LOC_Os02g38180,333,316,420
LOC_Os05g10625,7,11,12
LOC_Os07g44740,415,426,590
LOC_Os05g45210,88,105,134
LOC_Os01g62810,286,224,261
LOC_Os01g12890,143,150,140
LOC_Os09g06520,1,1,3
LOC_Os01g53240,64,76,70
LOC_Os02g22374,692,633,655
LOC_Os12g03150,0,0,0
LOC_Os02g48100,204,131,165
LOC_Os01g24680,1248,1127,1081
LOC_Os02g38392,156,199,453
LOC_Os01g32200,1,0,0
LOC_Os03g47360,0,0,0
LOC_Os04g02354,680,628,730
LOC_Os07g18162,2,4,3
LOC_Os01g08690,72,78,125
LOC_Os11g16910,1,0,0
LOC_Os01g40750,444,443,395
LOC_Os11g09030,5,4,7
LOC_Os08g03840,358,368,285
LOC_Os03g17580,3323,3848,3895
LOC_Os08g10020,159815,151330,161576
LOC_Os01g64730,139,117,191
